sample_id,item_qid,preferred_label,description,direct_class_labels,class_ancestor_labels,semantic_fact_texts,annotator_final_decision,annotator_eventour_category,annotator_is_ambiguous,annotator_notes
ann_0691,Q18785507,antico oratorio di San Giovanni Battista,oratorio demolito di Milano,oratorio,edificio religioso | luogo di culto | struttura architettonica,rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo,,,,
ann_0692,Q115169614,Scuola Europa di Milano,scuola privata di Milano,collegio scolastico | scuola privata,abitazione | edificio scolastico | istituzione educativa | private educational institution | scuola,elenco: list of alumni of Scuola Europa | affiliazione: Università di Cambridge | sede legale: Milano | fondatore: Alfredo Ildefonso Schuster | nome ufficiale: Scuola Europa | numero di telefono: +390276007804 | data di fondazione o creazione: 1953-01-01,,,,
ann_0693,Q113298692,Biblioteca del Dipartimento di scienze cardiovascolari. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | nome ufficiale: Biblioteca del Dipartimento di scienze cardiovascolari - Università degli studi di Milano | numero di telefono: +39 0258002367 | codice postale: 20127 | dimensione della collezione o esposizione: 294,,,,
ann_0694,Q113515454,Biblioteca Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta,biblioteca specializzata a Milano,biblioteca di un ente di ricerca pubblico italiano | biblioteca di un ente pubblico italiano | biblioteca specializzata,biblioteca,elemento operato: prestito bibliotecario | elemento operato: document delivery intersistemico | campo di lavoro: Scienze Naturali | membro di: Polo regionale Lombardia | Wi-Fi: no | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Istituto Neurologico Carlo Besta,,,,
ann_0695,Q52789497,Morante,scuola primo grado di Milano in provincia di Milano (Italia) [codice scuola: MIMM80901V],scuola secondaria di primo grado,scuola,entità controllante: Istituto comprensivo - Morante | prende il nome da: Elsa Morante | codice postale: 20141,,,,
ann_0696,Q107468396,cinema Donizetti,cinema di Milano,cinema | cinema a luci rosse,azienda | cinema | luogo per eventi | sito,prende il nome da: Gaetano Donizetti,,,,
ann_0697,Q113319486,Biblioteca dell'Istituto europeo di oncologia,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Istituto europeo di oncologia | nome ufficiale: Biblioteca dell'Istituto europeo di oncologia | numero di telefono: +39 0257489314 | codice postale: 20141 | dimensione della collezione o esposizione: 200,,,,
ann_0698,Q113527481,Biblioteca del Centro culturale Antonianum,biblioteca pubblica a Milano,biblioteca privata | biblioteca pubblica,biblioteca | proprietà privata | servizio,elemento operato: prestito bibliotecario | Wi-Fi: sì | giorni di apertura: sabato | giorni di apertura: lunedì | nome ufficiale: Biblioteca del Centro culturale Antonianum | numero di telefono: +39 02733327 | codice postale: 20129 | visitatori annui: 120,,,,
ann_0699,Q113298700,Biblioteca del Dipartmento di Morfologia umana e scienze biomediche. Sez. di medicina legale e delle assicurazioni. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,membro di: Polo Università statale di Milano | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250315688 | codice postale: 20133 | dimensione della collezione o esposizione: 6818 | nome ufficiale: Biblioteca del Dipartmento di Morfologia umana e scienze biomediche -  Sez. di medicina legale e delle assicurazioni - Università degli studi di Milano,,,,
ann_0700,Q113298724,Biblioteca del Dipartimento di diritto pubblico italiano e sovranazionale. sezione di Diritto internazionale. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250312491 | codice postale: 20122 | dimensione della collezione o esposizione: 21141 | nome ufficiale: Biblioteca del Dipartimento di diritto pubblico italiano e sovranazionale - sezione di Diritto internazionale  dell'Università degli studi di Milano,,,,
ann_0701,Q4011851,Villa Caimi,"villa di Milano, non più esistente",villa,casa,stile architettonico: neoclassicismo a Milano,,,,
ann_0702,Q18417011,chiesa di San Donnino alla Mazza,edificio religioso nel comune italiano di Milan,chiesa | ex edificio o struttura,edificio religioso | edificio scomparso | sito | tempio,rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo | prende il nome da: Donnino di Fidenza,,,,
ann_0703,Q113298748,"Biblioteca del Dipartimento di scienze economiche, aziendali e statistiche. Università degli Studi di Milano",biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,"giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | nome ufficiale: Biblioteca del Dipartimento di scienze economiche, aziendali e statistiche | numero di telefono: +39 0250321452 | codice postale: 20122 | dimensione della collezione o esposizione: 2733",,,,
ann_0704,Q132148042,Ex officina Squadra Rialzo della stazione di Milano centrale,edificio nella stazione di Milano Centrale a Milano,edificio,struttura architettonica,luogo: stazione di Milano Centrale,,,,
ann_0705,Q111123750,Hotel Dateo,hotel in Milan,albergo,alloggiamento | impresa | struttura architettonica,tipi di pagamenti accettati: carta di debito | tipi di pagamenti accettati: carta di credito | punteggio recensione: 20/100,,,,
ann_0706,Q111878962,iQ Hotel Milano,"hotel in Milan, Italy",albergo,alloggiamento | impresa | struttura architettonica,stelle: hotel a quattro stelle,,,,
ann_0707,Q113298735,Biblioteca del polo di lingue e letterature straniere. Sezione di Germanistica. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250313610 | codice postale: 20123 | dimensione della collezione o esposizione: 16278 | nome ufficiale: Biblioteca del polo di lingue e letterature straniere - Sezione di Germanistica dell'Università degli studi di Milano,,,,
ann_0708,Q112146568,Mascioni opus 667,organo a canne,organo a canne,"organo | serie di aerofoni ad ancia doppia, a canna conica | serie di flauti aperti a fessura interna, senza fori | strumento musicale aerofono a tastiera | struttura architettonica",fabbricante: Mascioni | parte di: Istituto comprensivo Leone Tolstoj | data di fondazione o creazione: 1951-01-01,,,,
ann_0709,Q112146204,Mascioni opus 311,organo a canne,organo a canne,"organo | serie di aerofoni ad ancia doppia, a canna conica | serie di flauti aperti a fessura interna, senza fori | strumento musicale aerofono a tastiera | struttura architettonica",fabbricante: Mascioni | parte di: Istituto delle Canossiane | data di fondazione o creazione: 1912-01-01,,,,
ann_0710,Q3953343,"Scuola militare ""Teulié""","scuola militare esercito ""Teulié""",military training facility,istituzione educativa | military training center,premio ricevuto: ricompensa al valor militare,,,,
ann_0711,Q3953349,Scuola Politecnica di Design,"Design school in Milan, Italy",università,elemento geolocalizzabile | istituto di istruzione superiore | istituzione accademica,categoria per gli alunni dell'istituto scolastico: Category:Alumni of Scuola Politecnica di Design | data di fondazione o creazione: 1954-01-01,,,,
ann_0712,Q113515485,Biblioteca dell'Ospedale Fatebenefratelli e Oftalmico,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: ospedale Fatebenefratelli e Oftalmico | nome ufficiale: Biblioteca dell'Ospedale Fatebenefratelli e Oftalmico | numero di telefono: +39 0263632246 | codice postale: 20121,,,,
ann_0713,Q113298683,"Biblioteca del Dipartimento di Anestesiologia, terapia intensiva e scienze dermatologiche. Sez. di scienze dermatologiche Agostino Pasini. Università degli studi di Milano",biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,"giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0255035114 | codice postale: 20122 | dimensione della collezione o esposizione: 2403 | nome ufficiale: Biblioteca del Dipartimento di Anestesiologia, terapia intensiva e scienze dermatologiche - Sez. di scienze dermatologiche Agostino Pasini - Università degli studi di Milano",,,,
ann_0714,Q113515463,Biblioteca scientifica dell'Ospedale Maggiore di Milano,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,giorni di apertura: lunedì | giorni di apertura: venerdì | nome ufficiale: Biblioteca scientifica dell'Ospedale Maggiore di Milano | numero di telefono: +39 0255038267 | codice postale: 20122,,,,
ann_0715,Q113298711,Biblioteca biomedica di Città Studi. Università degli Studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,membro di: ACNP | membro di: Polo Università statale di Milano | giorni di apertura: domenica | giorni di apertura: sabato | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250315187 | codice postale: 20133,,,,
ann_0716,Q55993793,Cinema Hermes,cinema di Milano,cinema | cinema a luci rosse,azienda | cinema | luogo per eventi | sito,nome ufficiale: Cinema Rex | nome ufficiale: Cinema Da Sesto,,,,
ann_0717,Q113298755,Biblioteca del Dipartimento di scienze neurologiche. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | nome ufficiale: Biblioteca del Dipartimento di scienze neurologiche dell'Università degli studi di Milano | numero di telefono: +39 0250320437 | codice postale: 20122 | dimensione della collezione o esposizione: 1400 | dimensione della collezione o esposizione: 700,,,,
ann_0718,Q113298743,Biblioteca dell'Istituto di diritto del lavoro della Facoltà di giurisprudenza. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250312470 | codice postale: 20122 | dimensione della collezione o esposizione: 7115 | nome ufficiale: Biblioteca dell'Istituto di diritto del lavoro della Facoltà di giurisprudenza dell'Università degli studi di Milano,,,,
ann_0719,Q113298684,Biblioteca del Dipartimento di Scienze materno infantili. Sezione di clinica ostetrica e ginecologica. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250320261 | codice postale: 20122 | dimensione della collezione o esposizione: 1385 | nome ufficiale: Biblioteca del Dipartimento di Scienze materno infantili - Sezione di clinica ostetrica e ginecologica - Università degli studi di Milano,,,,
ann_0720,Q113298689,Biblioteca dell'Istituto di chimica organica della Facoltà di farmacia. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250314475 | codice postale: 20133 | dimensione della collezione o esposizione: 378 | nome ufficiale: Biblioteca dell'Istituto di chimica organica della Facoltà di farmacia dell'Università degli studi di Milano,,,,
ann_0721,Q113359644,"Biblioteca ""Regina Gani"" del Liceo Classico statale ""Alessandro Manzoni""",biblioteca scolastica a Milano,biblioteca scolastica,biblioteca,"membro di: Polo regionale Lombardia | entità controllante: Ministero dell'Istruzione e del Merito | nome ufficiale: Biblioteca ""Regina Gani"" del Liceo Classico statale ""Alessandro Manzoni"" | numero di telefono: +39 02876589 | codice postale: 20123 | dimensione della collezione o esposizione: 4000",,,,
ann_0722,Q113298762,Biblioteca dell'Istituto di diritto internazionale. Sezione di diritto ecclesiastico e diritto canonico della Facoltà di giurisprudenza. Università degli studi di Milano,biblioteca dell'Università degli studi di Milano,biblioteca universitaria,biblioteca accademica,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | numero di telefono: +39 0250312496 | codice postale: 20122 | dimensione della collezione o esposizione: 13388 | nome ufficiale: Biblioteca dell'Istituto di diritto internazionale. Sezione di diritto ecclesiastico e diritto canonico della Facoltà di giurisprudenza dell'Università degli studi di Milano,,,,
